id_left,id_right,Sz,Sp,Sm
2 	 21 	 (-0.278516386312263,0.000000000000000) 	 (-0.000000000000906,0.000000000000000) 	 (-0.000000000000496,0.000000000000000)
2 	 22 	 (-0.000000000000601,0.000000000000000) 	 (-0.000000000000055,0.000000000000000) 	 (-0.341111515734462,0.000000000000000)
2 	 23 	 (-0.000000000000000,0.000000000000000) 	 (0.000000000000000,0.000000000000000) 	 (0.000000000000072,0.000000000000000)
2 	 24 	 (0.000000000000017,0.000000000000103) 	 (0.000000000000002,-0.000000000000031) 	 (-0.000000000000001,0.000000000000017)
2 	 25 	 (0.000000000000017,-0.000000000000103) 	 (0.000000000000002,0.000000000000031) 	 (-0.000000000000001,-0.000000000000017)
2 	 26 	 (0.000000000000084,-0.000000000000003) 	 (0.002739300926627,0.158090152224715) 	 (-0.000000000000051,-0.000000000000075)
2 	 27 	 (0.000000000000084,0.000000000000003) 	 (0.002739300926627,-0.158090152224715) 	 (-0.000000000000051,0.000000000000075)
2 	 28 	 (0.129092816483211,-0.001308204532400) 	 (0.000000000000024,0.000000000000055) 	 (-0.000000000001391,-0.000000000000285)
2 	 29 	 (0.129092816483211,0.001308204532400) 	 (0.000000000000024,-0.000000000000055) 	 (-0.000000000001391,0.000000000000285)
2 	 30 	 (0.000000000001297,-0.000000000000063) 	 (0.000000000000088,-0.000000000000004) 	 (0.139204128645660,0.074981401480650)
2 	 31 	 (0.000000000001297,0.000000000000063) 	 (0.000000000000088,0.000000000000004) 	 (0.139204128645660,-0.074981401480650)
2 	 32 	 (-0.000000000000032,-0.000000000000000) 	 (0.000000000000003,0.000000000000000) 	 (0.000000000000252,-0.000000000000034)
2 	 33 	 (-0.000000000000032,0.000000000000000) 	 (0.000000000000003,0.000000000000000) 	 (0.000000000000252,0.000000000000034)
2 	 34 	 (-0.000000000000000,0.000000000000000) 	 (-0.000000000000001,0.000000000000000) 	 (0.000000000000000,0.000000000000000)
2 	 35 	 (0.000000000000000,0.000000000000000) 	 (0.000000000000000,0.000000000000000) 	 (0.000000000000000,0.000000000000000)
2 	 36 	 (0.000000000000000,0.000000000000000) 	 (-0.000000000000000,0.000000000000000) 	 (-0.000000000000001,0.000000000000000)
2 	 37 	 (0.000000000000000,0.000000000000000) 	 (0.000000000000000,0.000000000000000) 	 (-0.000000000000000,0.000000000000000)
2 	 38 	 (0.000000000000000,0.000000000000000) 	 (-0.000000000000000,0.000000000000000) 	 (0.000000000000000,0.000000000000000)
2 	 39 	 (0.000000000000000,0.000000000000000) 	 (0.000000000000000,0.000000000000000) 	 (-0.000000000000000,0.000000000000000)
2 	 40 	 (-0.000000000000002,-0.000000000000000) 	 (0.057507822147349,0.004031710011658) 	 (-0.000000000000007,0.000000000000015)
2 	 41 	 (-0.000000000000002,0.000000000000000) 	 (0.057507822147349,-0.004031710011658) 	 (-0.000000000000007,-0.000000000000015)
2 	 42 	 (0.000000000000000,-0.000000000000000) 	 (0.000000000000017,0.000000000000103) 	 (0.000000000000438,0.000000000000131)
2 	 43 	 (0.000000000000000,0.000000000000000) 	 (0.000000000000017,-0.000000000000103) 	 (0.000000000000438,-0.000000000000131)
2 	 44 	 (-0.000000000000002,0.000000000000006) 	 (0.000000000000001,0.000000000000006) 	 (-0.021026187093575,0.053677777059554)
2 	 45 	 (-0.000000000000002,-0.000000000000006) 	 (0.000000000000001,-0.000000000000006) 	 (-0.021026187093575,-0.053677777059554)
